,election_year,election_type,Candidate Name,CanNameLast,CanNameFirst,Party,Office,District,Candidate_expenditure,Race_expenditure,Won_general,Place_general,VoteShare_general,TotalCanVotes_general,RaceVoterPool_general,Won_primary,Place_primary,VoteShare_primary,TotalCanVotes_primary,RaceVoterPool_primary,Won_runoff,Place_runoff,VoteShare_runoff,TotalCanVotes_runoff,RaceVoterPool_runoff
3721,2010,General,"Saltman, Andrew Frank",Saltman,Andrew Frank,DEM,STR,71,2958.76,114203.76,0.0,2.0,0.3406341941811049,20840.0,61180.0,,,,,,,,,,
3484,2010,General,"Kreegel, Paige ",Kreegel,Paige ,REP,STR,72,99715.0,99715.0,,,,,,,,,,,,,,,
3737,2010,General,"Pantoja Rodriguez, Raul Ismael",Pantoja Rodriguez,Raul Ismael,TEA,STR,73,2211.82,414479.31,0.0,3.0,0.03065891952033626,1240.0,40445.0,,,,,,,,,,
3445,2010,General,"Moon, Jason ",Moon,Jason ,REP,STR,73,140207.96,414479.31,,,,,,0.0,3.0,0.2894736842105263,3355.0,11590.0,,,,,
3451,2010,General,"Caldwell, Matt ",Caldwell,Matt ,REP,STR,73,132894.89,414479.31,1.0,1.0,0.5854617381629373,23679.0,40445.0,1.0,2.0,0.3526315789473684,4087.0,11590.0,,,,,
3558,2010,General,"Schultz, John ",Schultz,John ,REP,STR,73,42334.5,414479.31,,,,,,0.0,1.0,0.493557242047473,15283.0,30965.0,,,,,
3677,2010,General,"Casalino, Deanna ",Casalino,Deanna ,REP,STR,73,7073.09,414479.31,,,,,,0.0,4.0,0.08490077653149267,984.0,11590.0,,,,,
3495,2010,General,"Peacock, Cole ",Peacock,Cole ,DEM,STR,73,89757.05,414479.31,0.0,2.0,0.38387934231672644,15526.0,40445.0,,,,,,,,,,
3488,2010,General,"Aubuchon, Gary ",Aubuchon,Gary ,REP,STR,74,97609.61,97609.61,,,,,,,,,,,,,,,
3470,2010,General,"Williams, Trudi K.",Williams,Trudi K.,REP,STR,75,113030.0,131325.83000000002,1.0,1.0,0.7076219036558096,40822.0,57689.0,,,,,,,,,,
3620,2010,General,"Cosgrove, Stephen D.",Cosgrove,Stephen D.,NPA,STR,75,18295.83,131325.83000000002,0.0,2.0,0.2923780963441904,16867.0,57689.0,,,,,,,,,,
3498,2010,General,"Grady, Tom ",Grady,Tom ,REP,STR,76,88495.0,282566.77,,,,,,,,,,,,,,,
3514,2010,General,"Passidomo, Kathleen C",Passidomo,Kathleen C,REP,STR,76,76230.79,282566.77,,,,,,,,,,,,,,,
3516,2010,General,"Grady, Ann ",Grady,Ann ,REP,STR,76,74100.0,282566.77,,,,,,,,,,,,,,,
3553,2010,General,"Lile, Laird A.",Lile,Laird A.,REP,STR,76,43740.98,282566.77,,,,,,,,,,,,,,,
3464,2010,General,"Grimsley, Denise ",Grimsley,Denise ,REP,STR,77,123225.0,123225.0,,,,,,,,,,,,,,,
3761,2010,General,"St. Louis, Alan ",St. Louis,Alan ,REP,STR,78,1688.0,33212.03,,,,,,,,,,,,,,,
3589,2010,General,"Perman, Steve ",Perman,Steve ,DEM,STR,78,31524.03,33212.03,,,,,,,,,,,,,,,
3701,2010,General,"Alvarez, Jose A.",Alvarez,Jose A.,TEA,STR,79,4467.27,510227.29000000004,0.0,3.0,0.06207635566188198,2491.0,40128.0,,,,,,,,,,
3365,2010,General,"Horner, Mike ",Horner,Mike ,REP,STR,79,398783.13,510227.29000000004,1.0,1.0,0.6084031100478469,24414.0,40128.0,1.0,1.0,0.7833625761172464,7590.0,9689.0,,,,,
3481,2010,General,"Chalifoux, Thomas ",Chalifoux,Thomas ,REP,STR,79,104945.1,510227.29000000004,,,,,,,,,,,,,,,
3739,2010,General,"Freeman, Eddie ",Freeman,Eddie ,DEM,STR,79,2031.79,510227.29000000004,0.0,2.0,0.3294956140350877,13222.0,40128.0,,,,,,,,,,
3407,2010,General,"Mayfield, Debbie ",Mayfield,Debbie ,REP,STR,80,221395.07,318065.07,1.0,1.0,0.9947397630480419,41225.0,41443.0,1.0,1.0,0.5151392580607882,8915.0,17306.0,,,,,
3497,2010,General,"Argenio, Art ",Argenio,Art ,REP,STR,80,88570.0,318065.07,,,,,,0.0,2.0,0.3350860973072923,5799.0,17306.0,,,,,
3671,2010,General,"Ward, Bradley ",Ward,Bradley ,REP,STR,80,8100.0,318065.07,,,,,,0.0,3.0,0.14977464463191956,2592.0,17306.0,,,,,
3405,2010,General,"Harrell, Gayle ",Harrell,Gayle ,REP,STR,81,229912.0,544493.1,1.0,1.0,0.5606655993790326,34671.0,61839.0,,,,,,,,,,
3380,2010,General,"Fetterman, Adam ",Fetterman,Adam ,DEM,STR,81,314581.1,544493.1,0.0,2.0,0.43933440062096735,27168.0,61839.0,,,,,,,,,,
3572,2010,General,"Snyder, William D.",Snyder,William D.,REP,STR,82,37950.0,38352.57,,,,,,,,,,,,,,,
3789,2010,General,"Morgan, John Norman",Morgan,John Norman,DEM,STR,82,402.57,38352.57,,,,,,,,,,,,,,,
3382,2010,General,"Rooney, Pat ",Rooney,Pat ,REP,STR,83,303828.07,526827.61,1.0,1.0,0.6265895218718209,39420.0,62912.0,1.0,1.0,0.6107602722873781,7447.0,12193.0,,,,,
3562,2010,General,"Cardone, Nancy ",Cardone,Nancy ,REP,STR,83,40099.0,526827.61,,,,,,0.0,2.0,0.2902485032395637,3539.0,12193.0,,,,,
3629,2010,General,"Rodriguez, Francisco ",Rodriguez,Francisco ,REP,STR,83,16412.12,526827.61,,,,,,0.0,3.0,0.09899122447305832,1207.0,12193.0,,,,,
3431,2010,General,"Marciano, Mark ",Marciano,Mark ,DEM,STR,83,164020.0,526827.61,0.0,2.0,0.37341047812817907,23492.0,62912.0,,,,,,,,,,
3730,2010,General,"Arena, Tony ",Arena,Tony ,DEM,STR,83,2443.42,526827.61,,,,,,,,,,,,,,,
3819,2010,General,"Lew, Gary J.",Lew,Gary J.,DEM,STR,83,25.0,526827.61,,,,,,,,,,,,,,,
3675,2010,General,"Key, Albert ",Key,Albert ,REP,STR,84,7482.87,106380.06999999999,0.0,3.0,0.22085346512742965,5988.0,27113.0,,,,,,,,,,
3490,2010,General,"Bernard, Mack ",Bernard,Mack ,DEM,STR,84,94897.2,106380.06999999999,1.0,1.0,0.7791465348725704,21125.0,27113.0,,,,,,,,,,
3710,2010,General,"Taylor, Priscilla Ann",Taylor,Priscilla Ann,DEM,STR,84,4000.0,106380.06999999999,1.0,2.0,0.5828643734807366,17504.0,30031.0,,,,,,,,,,
3598,2010,General,"Donnally, Tami ",Donnally,Tami ,REP,STR,85,28066.61,254734.61,0.0,2.0,0.47464862862823837,24349.0,51299.0,1.0,1.0,0.6741433879179854,4899.0,7267.0,,,,,
3669,2010,General,"DeRenzo, D. J.",DeRenzo,D. J.,REP,STR,85,8430.0,254734.61,,,,,,0.0,2.0,0.3258566120820146,2368.0,7267.0,,,,,
3803,2010,General,"Landolfi, Daniel Patrick",Landolfi,Daniel Patrick,REP,STR,85,143.0,254734.61,,,,,,,,,,,,,,,
3822,2010,General,"Colon, Henry ",Colon,Henry ,REP,STR,85,0.0,254734.61,,,,,,,,,,,,,,,
3823,2010,General,"Parris, Austin Boyd",Parris,Austin Boyd,REP,STR,85,0.0,254734.61,,,,,,,,,,,,,,,
3411,2010,General,"Abruzzo, Joseph ",Abruzzo,Joseph ,DEM,STR,85,218095.0,254734.61,1.0,1.0,0.5253513713717616,26950.0,51299.0,,,,,,,,,,
3463,2010,General,"Berman, Lori ",Berman,Lori ,DEM,STR,86,124379.62,133781.63,,,,,,1.0,1.0,0.7910672591699932,10503.0,13277.0,,,,,
3661,2010,General,"Kaye, Carole Penny",Kaye,Carole Penny,DEM,STR,86,9402.01,133781.63,,,,,,0.0,2.0,0.2089327408300068,2774.0,13277.0,,,,,
3408,2010,General,"Hager, Bill ",Hager,Bill ,REP,STR,87,220005.0,305580.18,1.0,1.0,0.6298997673169858,28154.0,44696.0,,,,,,,,,,
3502,2010,General,"Holzhauer, Hava ",Holzhauer,Hava ,DEM,STR,87,84062.52,305580.18,0.0,2.0,0.3701002326830141,16542.0,44696.0,,,,,,,,,,
3765,2010,General,"Rawlins-Blum, Laura ",Rawlins-Blum,Laura ,DEM,STR,87,1512.66,305580.18,,,,,,,,,,,,,,,
3782,2010,General,"Farrel, Dick ",Farrel,Dick ,REP,STR,88,520.0,118347.0,,,,,,,,,,,,,,,
3494,2010,General,"Pafford, Mark S.",Pafford,Mark S.,DEM,STR,88,90727.0,118347.0,1.0,1.0,0.9540279579190085,26480.0,27756.0,1.0,1.0,0.5784501642935378,4225.0,7304.0,,,,,
3601,2010,General,"Miranda, Ron ",Miranda,Ron ,DEM,STR,88,27100.0,118347.0,,,,,,0.0,2.0,0.4215498357064622,3079.0,7304.0,,,,,
3695,2010,General,"Rosenblum, Steven ",Rosenblum,Steven ,REP,STR,89,5037.31,128948.18,0.0,2.0,0.3951596249948375,9568.0,24213.0,,,,,,,,,,
3527,2010,General,"Clemens, Jeff ",Clemens,Jeff ,DEM,STR,89,64183.0,128948.18,1.0,1.0,0.6048403750051625,14645.0,24213.0,1.0,1.0,0.5994525547445255,2628.0,4384.0,,,,,
3535,2010,General,"Brandenburg, Pete ",Brandenburg,Pete ,DEM,STR,89,57363.06,128948.18,,,,,,0.0,2.0,0.4005474452554745,1756.0,4384.0,,,,,
3732,2010,General,"Pearl, Elissa ",Pearl,Elissa ,DEM,STR,89,2364.81,128948.18,,,,,,,,,,,,,,,
3667,2010,General,"Rampersad, Alison ",Rampersad,Alison ,REP,STR,90,8808.1,127528.1,0.0,2.0,0.3605673694068203,15786.0,43781.0,,,,,,,,,,
3505,2010,General,"Slosberg, Irving ""Irv""",Slosberg,"Irving ""Irv""",DEM,STR,90,81840.0,127528.1,1.0,1.0,0.6394326305931797,27995.0,43781.0,1.0,1.0,0.7744433688286544,7200.0,9297.0,,,,,
3577,2010,General,"Klasfeld, Sheldon ""Klassy""",Klasfeld,"Sheldon ""Klassy""",DEM,STR,90,36880.0,127528.1,,,,,,0.0,2.0,0.22555663117134558,2097.0,9297.0,,,,,
3728,2010,General,"Perez, John ",Perez,John ,TEA,STR,91,2626.07,666453.59,,,,,,,,,,,,,,,
3759,2010,General,"Swyers, Ryan ",Swyers,Ryan ,TEA,STR,91,1781.82,666453.59,,,,,,,,,,,,,,,
3396,2010,General,"Maymon, David ",Maymon,David ,REP,STR,91,245272.43,666453.59,,,,,,0.0,2.0,0.46008363429005894,4841.0,10522.0,,,,,
3399,2010,General,"Moraitis, George ",Moraitis,George ,REP,STR,91,238650.08,666453.59,1.0,1.0,0.630344943914987,29896.0,47428.0,1.0,1.0,0.48308306405626306,5083.0,10522.0,,,,,
3599,2010,General,"Postelnik, Yomin ",Postelnik,Yomin ,REP,STR,91,27618.59,666453.59,,,,,,0.0,3.0,0.05683330165367801,598.0,10522.0,,,,,
3439,2010,General,"Stern, Barbra Anne",Stern,Barbra Anne,DEM,STR,91,150205.78,666453.59,0.0,2.0,0.3696550560850131,17532.0,47428.0,,,,,,,,,,
3793,2010,General,"Stevens, Freda Sherman",Stevens,Freda Sherman,DEM,STR,91,298.82,666453.59,,,,,,,,,,,,,,,
3520,2010,General,"Clarke-Reed, Gwyndolen ""Gwyn""",Clarke-Reed,"Gwyndolen ""Gwyn""",DEM,STR,92,71110.0,121557.9,1.0,1.0,0.9986725663716814,20313.0,20340.0,1.0,1.0,0.5619102917694876,3871.0,6889.0,,,,,
3547,2010,General,"Flippen, Justin ",Flippen,Justin ,DEM,STR,92,50404.9,121557.9,,,,,,0.0,2.0,0.4380897082305124,3018.0,6889.0,,,,,
3818,2010,General,"Grant, Carl Jr.",Grant,Carl Jr.,DEM,STR,92,43.0,121557.9,,,,,,,,,,,,,,,
3561,2010,General,"Thurston, Perry E.",Thurston,Perry E.,DEM,STR,93,40130.0,40130.0,,,,,,,,,,,,,,,
3806,2010,General,"Manning, Evon ",Manning,Evon ,WRI,STR,94,127.28,92265.08,0.0,2.0,0.0007141356857802983,17.0,23805.0,,,,,,,,,,
3508,2010,General,"Rogers, Hazelle P.",Rogers,Hazelle P.,DEM,STR,94,79618.0,92265.08,1.0,1.0,0.9992858643142197,23788.0,23805.0,1.0,1.0,0.8849148418491484,7274.0,8220.0,,,,,
3644,2010,General,"Labriola, John ",Labriola,John ,DEM,STR,94,12519.8,92265.08,,,,,,0.0,2.0,0.11508515815085159,946.0,8220.0,,,,,
3664,2010,General,"Yardley, Scott ",Yardley,Scott ,REP,STR,95,9086.8,88587.1,0.0,2.0,0.39031522123325085,12147.0,31121.0,,,,,,,,,,
3509,2010,General,"Waldman, James W. ""Jim""",Waldman,"James W. ""Jim""",DEM,STR,95,79500.3,88587.1,1.0,1.0,0.6096847787667491,18974.0,31121.0,,,,,,,,,,
3685,2010,General,"Weakley, Jason B.",Weakley,Jason B.,TEA,STR,96,6090.83,73484.66,0.0,2.0,0.2873409243134628,9867.0,34339.0,,,,,,,,,,
3786,2010,General,"Vazquez, Robert ",Vazquez,Robert ,NPA,STR,96,457.95,73484.66,,,,,,,,,,,,,,,
3524,2010,General,"Porth, Ari Abraham",Porth,Ari Abraham,DEM,STR,96,66935.88,73484.66,1.0,1.0,0.7126590756865372,24472.0,34339.0,,,,,,,,,,
3507,2010,General,"Kiar, Martin David",Kiar,Martin David,DEM,STR,97,81666.0,81666.0,,,,,,,,,,,,,,,
3779,2010,General,"Burgess, Kimberly A.",Burgess,Kimberly A.,REP,STR,98,826.24,218566.24,0.0,2.0,0.3707302262031274,12210.0,32935.0,,,,,,,,,,
3412,2010,General,"Sands, Franklin ",Sands,Franklin ,DEM,STR,98,217740.0,218566.24,1.0,1.0,0.6292697737968727,20725.0,32935.0,,,,,,,,,,
3563,2010,General,"Schwartz, Elaine J.",Schwartz,Elaine J.,DEM,STR,99,40068.0,40092.95,,,,,,,,,,,,,,,
3820,2010,General,"Druck, Steven Michael",Druck,Steven Michael,DEM,STR,99,24.95,40092.95,,,,,,,,,,,,,,,
3719,2010,General,"Bender, Edward J.",Bender,Edward J.,NPA,STR,100,3160.05,122453.05,0.0,2.0,0.3423126323463047,9861.0,28807.0,,,,,,,,,,
3468,2010,General,"Jenne, Evan ",Jenne,Evan ,DEM,STR,100,118418.0,122453.05,1.0,1.0,0.6576873676536953,18946.0,28807.0,,,,,,,,,,
3778,2010,General,"Chiari, Chris ",Chiari,Chris ,DEM,STR,100,875.0,122453.05,,,,,,,,,,,,,,,
3424,2010,General,"Hudson, Matt ",Hudson,Matt ,REP,STR,101,179037.0,183255.01,1.0,1.0,0.691073004364521,28976.0,41929.0,,,,,,,,,,
3708,2010,General,"Wilcoxson, Larry ",Wilcoxson,Larry ,NPA,STR,101,4218.01,183255.01,0.0,2.0,0.30892699563547904,12953.0,41929.0,,,,,,,,,,
3479,2010,General,"Gonzalez, Eddy ",Gonzalez,Eddy ,REP,STR,102,108725.0,108725.0,1.0,1.0,0.9999456698902531,18405.0,18406.0,,,,,,,,,,
3596,2010,General,"Braynon, Oscar ",Braynon,Oscar ,DEM,STR,103,28400.0,28400.0,,,,,,,,,,,,,,,
3532,2010,General,"Julien, John Patrick",Julien,John Patrick,DEM,STR,104,60043.26,127484.37,,,,,,1.0,1.0,0.4004329004329004,4255.0,10626.0,,,,,
3612,2010,General,"Simon, Dominique ",Simon,Dominique ,DEM,STR,104,20673.52,127484.37,,,,,,0.0,4.0,0.11697722567287784,1243.0,10626.0,,,,,
3638,2010,General,"Champagne, Richard ",Champagne,Richard ,DEM,STR,104,14045.16,127484.37,,,,,,,,,,,,,,,
3643,2010,General,"Maloy, Marilyn Leslie",Maloy,Marilyn Leslie,DEM,STR,104,12520.27,127484.37,,,,,,,,,,,,,,,
3650,2010,General,"Etienne, Michael ",Etienne,Michael ,DEM,STR,104,11760.56,127484.37,,,,,,0.0,3.0,0.16120835686053078,1713.0,10626.0,,,,,
3694,2010,General,"Hepburn, Michael A.",Hepburn,Michael A.,DEM,STR,104,5048.21,127484.37,,,,,,0.0,2.0,0.22529644268774704,2394.0,10626.0,,,,,
3715,2010,General,"Tisdol, Matthew ",Tisdol,Matthew ,DEM,STR,104,3393.39,127484.37,,,,,,0.0,5.0,0.0960850743459439,1021.0,10626.0,,,,,
3556,2010,General,"Gibbons, Joseph ""Joe""",Gibbons,"Joseph ""Joe""",DEM,STR,105,42721.21,42721.21,,,,,,,,,,,,,,,
3610,2010,General,"Steinberg, Richard L.",Steinberg,Richard L.,DEM,STR,106,22350.19,22350.19,0.0,1.0,0.4128649030605485,18697.0,45286.0,,,,,,,,,,
3504,2010,General,"Japour, Tony ",Japour,Tony ,REP,STR,107,82160.38,341388.58,,,,,,0.0,2.0,0.2787742899850523,1492.0,5352.0,,,,,
3506,2010,General,"Barreiro, Gustavo A.",Barreiro,Gustavo A.,REP,STR,107,81804.2,341388.58,0.0,2.0,0.49022556390977445,12714.0,25935.0,1.0,1.0,0.7212257100149477,3860.0,5352.0,,,,,
3703,2010,General,"Santoro, Dean ",Santoro,Dean ,REP,STR,107,4411.0,341388.58,,,,,,,,,,,,,,,
3428,2010,General,"Garcia, Luis ",Garcia,Luis ,DEM,STR,107,173013.0,341388.58,1.0,1.0,0.5097744360902255,13221.0,25935.0,,,,,,,,,,
3544,2010,General,"Desulme, Alix ",Desulme,Alix ,DEM,STR,108,51445.0,104602.39,,,,,,0.0,2.0,0.4801213303000758,4432.0,9231.0,,,,,
3560,2010,General,"Brise, Ronald A.",Brise,Ronald A.,DEM,STR,108,41729.12,104602.39,,,,,,,,,,,,,,,
3653,2010,General,"Campbell, Daphne ",Campbell,Daphne ,DEM,STR,108,11367.48,104602.39,,,,,,1.0,1.0,0.5198786696999241,4799.0,9231.0,,,,,
3814,2010,General,"Laurent, Kingsley Kings",Laurent,Kingsley Kings,DEM,STR,108,60.79,104602.39,,,,,,,,,,,,,,,
3595,2010,General,"Stafford, Cynthia A.",Stafford,Cynthia A.,DEM,STR,109,29159.0,55709.82,,,,,,1.0,1.0,0.4317302925136341,4354.0,10085.0,,,,,
3623,2010,General,"McElroy, Bess ",McElroy,Bess ,DEM,STR,109,16923.0,55709.82,,,,,,0.0,4.0,0.1671789786812097,1686.0,10085.0,,,,,
3687,2010,General,"Bush, Bernadine ",Bush,Bernadine ,DEM,STR,109,5640.0,55709.82,,,,,,0.0,2.0,0.24293505205751115,2450.0,10085.0,,,,,
3740,2010,General,"Bush, James ",Bush,James ,DEM,STR,109,2000.0,55709.82,,,,,,0.0,2.0,0.24293505205751115,2450.0,10085.0,,,,,
3745,2010,General,"Hardemon, Roy ",Hardemon,Roy ,DEM,STR,109,1987.82,55709.82,,,,,,0.0,5.0,0.15815567674764502,1595.0,10085.0,,,,,
3533,2010,General,"Bovo, Esteban L",Bovo,Esteban L,REP,STR,110,59900.0,59900.0,,,,,,,,,,,,,,,
3406,2010,General,"Fresen, Erik ",Fresen,Erik ,REP,STR,111,221961.32,232379.69,1.0,1.0,0.6359668755595345,17049.0,26808.0,,,,,,,,,,
3659,2010,General,"Albright, Cristina ",Albright,Cristina ,DEM,STR,111,10418.37,232379.69,0.0,2.0,0.36403312444046554,9759.0,26808.0,,,,,,,,,,
3369,2010,General,"Nunez, Jeanette ",Nunez,Jeanette ,REP,STR,112,389778.77,589712.65,1.0,1.0,0.5569918418936,19390.0,34812.0,1.0,1.0,0.663396860986547,4734.0,7136.0,,,,,
3559,2010,General,"Ruiz, Alex ",Ruiz,Alex ,REP,STR,112,41873.88,589712.65,,,,,,,,,,,,,,,
3616,2010,General,"D'Arce, Juan ",D'Arce,Juan ,REP,STR,112,20169.4,589712.65,,,,,,0.0,2.0,0.19128363228699552,1365.0,7136.0,,,,,
3722,2010,General,"Guerrero, James Patrick",Guerrero,James Patrick,REP,STR,112,2906.39,589712.65,,,,,,0.0,3.0,0.1453195067264574,1037.0,7136.0,,,,,
3603,2010,General,"Van Name, Robert ",Van Name,Robert ,NPA,STR,112,25664.82,589712.65,0.0,3.0,0.048718832586464436,1696.0,34812.0,,,,,,,,,,
3493,2010,General,"Ruiz, Sandra ",Ruiz,Sandra ,DEM,STR,112,94350.0,589712.65,0.0,2.0,0.3942893255199357,13726.0,34812.0,1.0,1.0,0.7432835820895523,2490.0,3350.0,,,,,
3635,2010,General,"Farias, Johnny G.",Farias,Johnny G.,DEM,STR,112,14969.39,589712.65,,,,,,0.0,2.0,0.25671641791044775,860.0,3350.0,,,,,
3371,2010,General,"Lopez-Cantera, Carlos ",Lopez-Cantera,Carlos ,REP,STR,113,376775.0,383278.18,1.0,1.0,0.6290848233946974,14284.0,22706.0,,,,,,,,,,
3707,2010,General,"Faura, Waldo ",Faura,Waldo ,NPA,STR,113,4248.13,383278.18,0.0,3.0,0.02276931207610323,517.0,22706.0,,,,,,,,,,
3735,2010,General,"Cruzet, Alex ",Cruzet,Alex ,DEM,STR,113,2255.05,383278.18,0.0,2.0,0.3481458645291993,7905.0,22706.0,,,,,,,,,,
3434,2010,General,"Logan, Ana Rivas",Logan,Ana Rivas,REP,STR,114,160094.09,292125.91,1.0,2.0,0.632256,19758.0,31250.0,,,,,,,,,,
3554,2010,General,"Fugon, William ",Fugon,William ,REP,STR,114,43600.0,292125.91,,,,,,,,,,,,,,,
3625,2010,General,"Navarro, Lubby ",Navarro,Lubby ,REP,STR,114,16639.1,292125.91,,,,,,,,,,,,,,,
3769,2010,General,"Diaz, Rafael A.",Diaz,Rafael A.,REP,STR,114,1325.0,292125.91,1.0,1.0,0.6360670619273212,22422.0,35251.0,1.0,1.0,0.5981327379744267,5894.0,9854.0,,,,,
3718,2010,General,"Wood, Denny ",Wood,Denny ,NPA,STR,114,3165.44,292125.91,0.0,4.0,0.033536,1048.0,31250.0,,,,,,,,,,
3546,2010,General,"Herrera, Millie ",Herrera,Millie ,DEM,STR,114,50756.86,292125.91,0.0,3.0,0.334208,10444.0,31250.0,1.0,1.0,0.7319502074688796,2646.0,3615.0,,,,,
3649,2010,General,"Gonzalez-Eilert, Anjenys ",Gonzalez-Eilert,Anjenys ,DEM,STR,114,11820.42,292125.91,,,,,,,,,,,,,,,
3698,2010,General,"Blanco, Robert ""Bob""",Blanco,"Robert ""Bob""",DEM,STR,114,4725.0,292125.91,,,,,,0.0,2.0,0.2680497925311203,969.0,3615.0,,,,,
3741,2010,General,"Blau, Christopher ",Blau,Christopher ,TEA,STR,115,2000.0,690040.21,0.0,3.0,0.03157357238092536,1113.0,35251.0,,,,,,,,,,
3363,2010,General,"Diaz, Jose Felix",Diaz,Jose Felix,REP,STR,115,420511.83,690040.21,1.0,1.0,0.6360670619273212,22422.0,35251.0,1.0,1.0,0.5981327379744267,5894.0,9854.0,,,,,
3460,2010,General,"Ascencio Savola, Carla ",Ascencio Savola,Carla ,REP,STR,115,126164.4,690040.21,,,,,,0.0,2.0,0.4018672620255734,3960.0,9854.0,,,,,
3724,2010,General,"del Cueto, Joaquin ",del Cueto,Joaquin ,REP,STR,115,2842.93,690040.21,,,,,,,,,,,,,,,
3446,2010,General,"Solomon, Jeffrey ""Doc""",Solomon,"Jeffrey ""Doc""",DEM,STR,115,138521.05,690040.21,0.0,2.0,0.33235936569175345,11716.0,35251.0,,,,,,,,,,
3448,2010,General,"Trujillo, Carlos ",Trujillo,Carlos ,REP,STR,116,136540.12,390252.25,1.0,1.0,0.9717700140235351,15938.0,16401.0,1.0,1.0,0.33580955596825934,1989.0,5923.0,,,,,
3467,2010,General,"Manrique, Carlos A.",Manrique,Carlos A.,REP,STR,116,119285.0,390252.25,,,,,,0.0,2.0,0.2792503798750633,1654.0,5923.0,,,,,
3523,2010,General,"Bermudez, Whilly ",Bermudez,Whilly ,REP,STR,116,67333.74,390252.25,,,,,,0.0,4.0,0.1166638527773088,691.0,5923.0,,,,,
3539,2010,General,"Amador, Francisco ",Amador,Francisco ,REP,STR,116,54685.39,390252.25,,,,,,0.0,3.0,0.2682762113793686,1589.0,5923.0,,,,,
3662,2010,General,"Fernandez, Ariel ",Fernandez,Ariel ,REP,STR,116,9122.34,390252.25,,,,,,,,,,,,,,,
3744,2010,General,"Fagundo, Ernesto ",Fagundo,Ernesto ,REP,STR,116,1990.0,390252.25,,,,,,,,,,,,,,,
3770,2010,General,"Cevallos, Christian E.",Cevallos,Christian E.,NPA,STR,116,1295.66,390252.25,,,,,,,,,,,,,,,
3361,2010,General,"Bileca, Michael ",Bileca,Michael ,REP,STR,117,438998.98,848530.77,1.0,1.0,0.6023852657004831,19951.0,33120.0,1.0,1.0,0.40128911529265,3860.0,9619.0,,,,,
3427,2010,General,"Rosado, Ralph ",Rosado,Ralph ,REP,STR,117,173497.32,848530.77,,,,,,0.0,2.0,0.22237238798211872,2139.0,9619.0,,,,,
3594,2010,General,"Rivchin, Marcus ",Rivchin,Marcus ,REP,STR,117,29320.02,848530.77,,,,,,,,,,,,,,,
3602,2010,General,"Pazos, Jose M.",Pazos,Jose M.,REP,STR,117,25770.0,848530.77,,,,,,0.0,4.0,0.08358457220085248,804.0,9619.0,,,,,
3621,2010,General,"Alliegro, Ana ",Alliegro,Ana ,REP,STR,117,17995.41,848530.77,,,,,,0.0,3.0,0.10177773157292858,979.0,9619.0,,,,,
3651,2010,General,"Martinez, Ernesto ""Ernie""",Martinez,"Ernesto ""Ernie""",REP,STR,117,11576.6,848530.77,,,,,,0.0,6.0,0.03274768686973698,315.0,9619.0,,,,,
3678,2010,General,"Robaina, Juan Carlos ""Juanky""",Robaina,"Juan Carlos ""Juanky""",REP,STR,117,6814.55,848530.77,,,,,,0.0,5.0,0.07984197941573969,768.0,9619.0,,,,,
3472,2010,General,"Lesperance, Lisa ",Lesperance,Lisa ,DEM,STR,117,112374.89,848530.77,0.0,2.0,0.3976147342995169,13169.0,33120.0,,,,,,,,,,
3587,2010,General,"Flinn, Eugene ",Flinn,Eugene ,DEM,STR,117,32183.0,848530.77,,,,,,,,,,,,,,,
3654,2010,General,"Lopez, Charles ""Charlie""",Lopez,"Charles ""Charlie""",REP,STR,118,11082.63,84045.15,0.0,2.0,0.255936154241239,6478.0,25311.0,,,,,,,,,,
3525,2010,General,"Bullard, Dwight M.",Bullard,Dwight M.,DEM,STR,118,66497.26,84045.15,1.0,1.0,0.744063845758761,18833.0,25311.0,1.0,1.0,0.5291283399036356,3624.0,6849.0,,,,,
3681,2010,General,"McGhee, Kionne L.",McGhee,Kionne L.,DEM,STR,118,6465.26,84045.15,,,,,,0.0,2.0,0.47087166009636444,3225.0,6849.0,,,,,
3742,2010,General,"Iglesias, Nestor A.",Iglesias,Nestor A.,TEA,STR,119,2000.0,636532.39,0.0,3.0,0.032968531587739935,967.0,29331.0,,,,,,,,,,
3754,2010,General,"Fernandez, Alex ",Fernandez,Alex ,TEA,STR,119,1800.0,636532.39,,,,,,,,,,,,,,,
3392,2010,General,"Artiles, Frank ",Artiles,Frank ,REP,STR,119,255072.0,636532.39,1.0,1.0,0.5176093552896253,15182.0,29331.0,,,,,,,,,,
3454,2010,General,"Zanzi, Italo Andres",Zanzi,Italo Andres,REP,STR,119,129595.21,636532.39,,,,,,,,,,,,,,,
3775,2010,General,"Velez, Juliana ",Velez,Juliana ,REP,STR,119,1114.24,636532.39,,,,,,,,,,,,,,,
3760,2010,General,"Denny, Graziella Renee",Denny,Graziella Renee,NPA,STR,119,1775.04,636532.39,0.0,4.0,0.010500835293716546,308.0,29331.0,,,,,,,,,,
3397,2010,General,"Edwards, Katie ",Edwards,Katie ,DEM,STR,119,245175.9,636532.39,0.0,2.0,0.4389212778289182,12874.0,29331.0,,,,,,,,,,
3748,2010,General,"Llorella, Henry ",Llorella,Henry ,TEA,STR,120,1900.0,333943.07,0.0,3.0,0.05547550432276657,2233.0,40252.0,,,,,,,,,,
